,logFC,AveExpr,t,P.Value,adj.P.Val,B
cg04173396,0.363847797450149,0.342457949935344,36.7840987945638,1.0508909009711e-163,5.61036862321036e-162,363.570553511246
cg00404861,-0.299303333370311,0.610250715678324,-36.780123851783,1.10350797029587e-163,5.88849500748059e-162,363.521692771535
cg01614764,0.238946394640418,0.507819968422197,36.7799585401225,1.10575244356719e-163,5.89977606543995e-162,363.519660691616
cg03234557,-0.444235251612428,0.628196809166667,-36.7798752806212,1.10688460570099e-163,5.90512039268044e-162,363.518637229929
cg24805411,0.296755587007274,0.351151796547598,36.7797103210319,1.10913115228739e-163,5.91640789018964e-162,363.516609473256
cg14876117,0.312042813545272,0.604627238930877,36.7785677455047,1.12481738617672e-163,5.9979611175936e-162,363.502564343343
cg12415479,0.375952881555939,0.290301752773666,36.7785111660874,1.12559989926681e-163,6.0014264815339e-162,363.501868836079
cg20813589,0.512181362012978,0.4777806215082,36.7784574065038,1.12634391779815e-163,6.00468580934989e-162,363.501207991528
cg00357551,0.4757032988744,0.475272345133778,36.7780120323097,1.13252673821804e-163,6.03693591290016e-162,363.495733176536
cg21237418,0.308681865436894,0.285818113812872,36.7773981124175,1.14110507658161e-163,6.08194622705361e-162,363.488186457419
cg23526087,-0.461503422316445,0.538480853735004,-36.7772427901258,1.14328569139994e-163,6.09285089435782e-162,363.486277123964
cg21213332,0.267320282717651,0.58660853948634,36.7748717131185,1.17709640253692e-163,6.27008239483207e-162,363.457129804728
cg02942825,0.279142178843496,0.515649826287634,36.7739476623437,1.19054239872091e-163,6.34095915160063e-162,363.445770407924
cg24347562,0.287619317861638,0.400945003615891,36.773761613193,1.19326815986229e-163,6.35472879866024e-162,363.443483286045
cg06942183,0.389470684133445,0.393010177149537,36.7726553946422,1.20960455048962e-163,6.44096984444723e-162,363.429884344921
cg04998202,0.373985834631112,0.385049897830258,36.768441791083,1.27390651924932e-163,6.78177228325584e-162,363.378084521085
cg12504284,0.283357220393341,0.516910671402502,36.7675143200611,1.28851340528627e-163,6.85872653837634e-162,363.366682415406
cg25743819,0.515622415150119,0.329685308012508,36.7656789215883,1.31791527309938e-163,7.0144067646116e-162,363.344118185981
cg08564601,0.266904919318295,0.229903370386195,36.7651351031045,1.32675513984749e-163,7.06062506809474e-162,363.337432456813
cg13271643,0.382872680773134,0.587404525450404,36.7649531977521,1.32972526778688e-163,7.07559904252591e-162,363.335196096797
cg18505752,-0.319600547213091,0.576138617678086,-36.7640179240128,1.34510168267109e-163,7.15657680655673e-162,363.323697703061
cg00767069,0.369971582951898,0.362255691142601,36.7622218931679,1.3751301303471e-163,7.31462206520026e-162,363.301616761317
cg00179026,-0.423295107167503,0.694081043142826,-36.7613928895248,1.38921591587838e-163,7.38867883844973e-162,363.291424620941
cg24279243,0.310550097473347,0.221850438557792,36.7610314307113,1.39540265987984e-163,7.42071132664094e-162,363.286980661216
cg26785220,0.284041994290774,0.398591251701816,36.7608512763711,1.39849647720695e-163,7.4362901234189e-162,363.284765746089
cg22321327,0.320472827319149,0.653489526709529,36.7589569920716,1.4314458070667e-163,7.60881049982085e-162,363.261476169461
cg24574692,0.438937040015415,0.502426175457042,36.7579733615161,1.44886044796656e-163,7.69956843156932e-162,363.2493826113
cg05105330,0.485363924951557,0.548134852176191,36.7568008430905,1.46989646247617e-163,7.81044115251592e-162,363.234966570691
cg02175033,0.454260851340984,0.427408241292233,36.7552690335531,1.4978396480885e-163,7.95798546614124e-162,363.216132838058
cg03731797,0.365394611388177,0.314021123147984,36.7549714752909,1.50332903995935e-163,7.98621268189182e-162,363.212474302861
cg02543850,0.376018688170449,0.548145161592084,36.7535239573631,1.53032158188019e-163,8.1286521564503e-162,363.194676655324
cg03992638,0.300300176551865,0.226493911077857,36.7534862015854,1.53103208431631e-163,8.13147153005247e-162,363.194212434105
cg21610090,0.219524753223049,0.246478617665104,36.7526831748033,1.54622216884935e-163,8.21118379063846e-162,363.184338885972
cg09903452,0.232214619237688,0.576880629134893,36.7492428705698,1.61302492164232e-163,8.5639282430396e-162,363.142038103702
cg26585899,0.408086136253712,0.54145319028349,36.7476995894515,1.64392298663955e-163,8.72592547013166e-162,363.12306202926
cg06928797,0.224864786381328,0.186102118870771,36.7473207122035,1.65159861857113e-163,8.76563929347056e-162,363.118403341194
cg10049789,0.42844259040758,0.295699728464764,36.745082890912,1.69767152030921e-163,9.00910828499254e-162,363.090886685874
cg20054248,0.273478230319793,0.284387672184294,36.7445498171362,1.70883495443422e-163,9.06728628636833e-162,363.084331832231
cg18905668,0.267896321261628,0.203084888604949,36.7440758089385,1.71882314756406e-163,9.11921540319892e-162,363.078503242187
cg14717752,-0.310812375806568,0.519399529277255,-36.7425718273892,1.75090312461336e-163,9.28832654989672e-162,363.060009531981
cg19022446,0.413391561031796,0.360449801406376,36.7423294500121,1.75612881429306e-163,9.31495604236035e-162,363.057029114868
cg01612883,0.404018691242128,0.43313768102311,36.741344174872,1.77753265467311e-163,9.42517264976927e-162,363.044913515574
cg01822050,0.500233616734081,0.561379406904084,36.7410871008403,1.78316007475708e-163,9.4539035071955e-162,363.041752344329
cg17416793,0.348565040516912,0.503339183552346,36.7364894449775,1.88686917885615e-163,1.00025731761101e-161,362.985214948385
cg08690459,0.309172236848068,0.252383951113571,36.7364079086521,1.88876185531335e-163,1.00114335487593e-161,362.984212274608
cg00329447,0.263756988910049,0.496549072484564,36.7363781948317,1.88945206489705e-163,1.00139188839038e-161,362.98384687571
cg00218914,0.354583915041149,0.357302324175486,36.7357988966355,1.9029588776952e-163,1.00843224770418e-161,362.976723069269
cg01015663,0.345844818184822,0.448211178181949,36.7355792310736,1.9081057897785e-163,1.01104132673926e-161,362.974021765168
cg09122223,0.306391593730125,0.676391842356505,36.7324983100503,1.98177916954597e-163,1.04995542224659e-161,362.936134038901
cg01701649,0.470476872484051,0.332962304459089,36.7318537762217,1.99754822368029e-163,1.05806214756359e-161,362.928207729846
cg20706438,0.226413901427083,0.283217456846224,36.7312098688143,2.01342733632186e-163,1.06634816645304e-161,362.920289078274
cg09086087,0.389456920755901,0.456964217973787,36.7300777146097,2.04165381296174e-163,1.08117087153087e-161,362.906365948205
cg00855901,0.35007838332746,0.243317526894367,36.7299076307001,2.04592836570218e-163,1.08330769671977e-161,362.904274259356
cg22875823,0.337827369369944,0.724272562617742,36.7288473443157,2.07277818774586e-163,1.09713934181116e-161,362.891234804099
cg19402236,0.256946769560704,0.207856769540472,36.7278500501256,2.09835458874008e-163,1.11041734355464e-161,362.878969916048
cg16388178,0.237393252309336,0.243626036805992,36.7245324259343,2.18573242582493e-163,1.15625066440052e-161,362.83816843284
cg00135888,0.223420636101484,0.300820014434387,36.7237190673896,2.20770429244191e-163,1.16773723430935e-161,362.828165234134
cg14509153,0.23600149100916,0.208523271139312,36.7228462773029,2.23152753868578e-163,1.18006232989832e-161,362.817431026951
cg11770816,-0.286631125260332,0.780865046473084,-36.7225817602867,2.2387983375033e-163,1.18376887250015e-161,362.814177787624
cg12586707,0.299157479418321,0.291912695656384,36.7214389900269,2.27048318409016e-163,1.20038201459587e-161,362.800123006479
cg10306703,0.264282048371878,0.775673153815129,36.7200698991713,2.30903449598044e-163,1.22047848692738e-161,362.783284547146
cg05891054,0.365556550069957,0.544811741622918,36.7196116266157,2.32208446972431e-163,1.22705062959251e-161,362.777648202841
cg20317748,0.423392505116411,0.388331596631576,36.7196047100954,2.32228199198606e-163,1.22705062959251e-161,362.777563135623
cg07551364,0.243609627824507,0.412392339791874,36.7183320764158,2.35891358120837e-163,1.246115033927e-161,362.761910751473
cg10500737,0.385469633998364,0.241945673839852,36.7157802951724,2.4341156549134e-163,1.28569102312927e-161,362.73052532578
cg00048759,0.211729175872972,0.378261133059643,36.7144911107143,2.47301597301225e-163,1.30578071657989e-161,362.714668831592
cg09565226,0.299028364431601,0.523534962290559,36.713604722618,2.50012250267279e-163,1.31993923769173e-161,362.70376647731
cg18456459,0.242498771459097,0.192851116155,36.7118872102249,2.55349468233638e-163,1.34795978241412e-161,362.682641251567
cg22956023,0.247711721198392,0.493977627236828,36.7117646522385,2.55734650603416e-163,1.34983562610205e-161,362.681133788425
cg22831526,0.284535786685078,0.307216071614943,36.7093988790759,2.63284939658102e-163,1.38936390019976e-161,362.652034453557
cg18855195,0.457664768767227,0.521563076710804,36.7078269262587,2.68424732739954e-163,1.41615643193086e-161,362.632698874442
cg13935079,0.234463729694665,0.685154892862317,36.7049566862057,2.78069969513306e-163,1.46687177237034e-161,362.597393192698
cg19647567,0.406927231515112,0.439747108650943,36.7044022204712,2.79972804187008e-163,1.47673741166734e-161,362.590572824771
cg11854227,0.243430005825941,0.229122375357718,36.7040470628635,2.81198487294813e-163,1.48302948096515e-161,362.586204086821
cg18275512,-0.443458755801029,0.453466957558482,-36.7020166211917,2.88309555010795e-163,1.52017857001864e-161,362.561227673961
cg13966448,0.224951353950855,0.217813827750193,36.7008961795836,2.92310360832078e-163,1.54091459500823e-161,362.547444953532
cg21254135,-0.352178857215869,0.733505705908952,-36.6992727185362,2.982060967578e-163,1.57181084688207e-161,362.527474268317
cg00431549,0.43083201225965,0.270463685802417,36.6986988381375,3.00318537354074e-163,1.58257655697022e-161,362.520414722055
cg07745886,0.284648629954003,0.194223054948971,36.6968943125179,3.07059028196558e-163,1.61715491193828e-161,362.498216248713
cg13979562,0.345217458936461,0.239394798552092,36.6966913480575,3.07826576280332e-163,1.62100858842836e-161,362.495719447392
cg01599709,0.260281164220067,0.331935693965965,36.6959482041977,3.106533355017e-163,1.63551353976903e-161,362.486577499668
cg26794830,0.335166101832707,0.302967251276971,36.6948428654249,3.14905931760082e-163,1.6575166768572e-161,362.472979818181
cg03071793,0.356301389993616,0.32285692217668,36.6941454217528,3.1761915007115e-163,1.67160331868259e-161,362.464399920116
cg02516101,0.295455774717798,0.243274341550253,36.6925438693052,3.23938432791197e-163,1.70466289522768e-161,362.444697541654
cg05021029,-0.440534215798521,0.664865984310637,-36.6923154359108,3.24849962849559e-163,1.70926084708887e-161,362.441887319404
cg11341144,0.441482551461729,0.601704032481826,36.6910889899448,3.29787982623818e-163,1.7350414197918e-161,362.426799296228
cg06813554,0.312713671443292,0.368402950633225,36.6910504463483,3.29944381621902e-163,1.73566242643849e-161,362.426325121246
cg20790648,0.422326606644608,0.416254153824656,36.6902065113137,3.33387497710761e-163,1.75336712195428e-161,362.415942735892
cg14880079,0.356791167429036,0.289340407193167,36.6887443547024,3.39438188376622e-163,1.78477427827505e-161,362.397954584459
cg25707722,0.255385135067518,0.217209943396115,36.6876126471586,3.44196761475014e-163,1.80958467719794e-161,362.384031613044
cg26269286,0.282884987120008,0.256365205840697,36.6848150810982,3.56248358486393e-163,1.872074779817e-161,362.349613602542
cg23011899,0.251573087636241,0.717931987182282,36.6838545053967,3.60483065382941e-163,1.89410805227857e-161,362.337795592223
cg06665622,-0.316127838955272,0.673589142031339,-36.6834112055855,3.62454308853189e-163,1.90424453557306e-161,362.332341618235
cg16419584,0.48482476289129,0.544321218865705,36.6806640081264,3.74913273644294e-163,1.9692435036009e-161,362.298542012352
cg07136111,0.422927218736662,0.453664451367975,36.6801791774596,3.77156135019576e-163,1.98079425139886e-161,362.292576906325
cg16301036,0.431044781814223,0.544473741616586,36.6761593069968,3.96277150803525e-163,2.08073326810383e-161,362.243117493249
cg13817046,0.43359875990042,0.509637840469446,36.6756980542028,3.98532294362715e-163,2.09233154074372e-161,362.237442247426
cg08700306,0.270238347350975,0.412498468577366,36.6753272188725,4.00354681544673e-163,2.10165537450902e-161,362.232879479298
cg11688093,-0.349032588295569,0.529609001833295,-36.6751678721898,4.01140314518278e-163,2.10553525202713e-161,362.230918868638
cg20652404,0.266537991322504,0.44856110327898,36.6738326639605,4.07784262053606e-163,2.13991200091557e-161,362.214490279923
cg18914962,0.277481763694629,0.527621581004626,36.6731373998763,4.1128735721109e-163,2.15804474814136e-161,362.205935575189
cg07369374,-0.416899229494626,0.577021406926393,-36.672263371333,4.15733916600991e-163,2.18112311882964e-161,362.195181231422
cg11799529,0.485245615336119,0.4911181827525,36.6706386189561,4.24127965074008e-163,2.22490400210586e-161,362.17518950187
cg23795893,0.253284308615466,0.200581128775282,36.6678251697683,4.39066357688137e-163,2.30273433099653e-161,362.140570786814
cg10446869,0.24963171047319,0.290669481442434,36.6659152463601,4.49506291464559e-163,2.35694136159478e-161,362.117069206985
cg26137276,0.258872645017863,0.287738856839083,36.664889149371,4.55217304487292e-163,2.38660990807866e-161,362.104442931492
cg14883291,0.314363284814194,0.351583197237081,36.6645490304117,4.57126304394198e-163,2.39606311170144e-161,362.100257691554
cg16387532,0.373861462991474,0.362009990908912,36.6632708842567,4.64372108601427e-163,2.43376061222103e-161,362.084529702376
cg13361023,-0.263557189794438,0.522396118082651,-36.663095978674,4.65372547288166e-163,2.43872139377082e-161,362.08237742026
cg22757101,0.244893913169601,0.257935334982277,36.6628952004785,4.66523633564394e-163,2.44447038305861e-161,362.079906761272
cg26250585,0.36854453743463,0.259258249605464,36.6626184302404,4.68115064075774e-163,2.45252507047564e-161,362.076500981351
cg16302816,0.210496063067444,0.195716356069116,36.6561420019012,5.06945809714843e-163,2.65442833518007e-161,361.996803249628
cg18259504,0.226142325599546,0.169212376097011,36.6541367183095,5.19610404434554e-163,2.7201120712441e-161,361.972125657774
cg10841253,0.261152591453904,0.81278699259583,36.6537466716728,5.22110326652226e-163,2.73288273513165e-161,361.967325580863
cg14935206,-0.374526330026296,0.45915584075999,-36.6535634878317,5.23288555405391e-163,2.73873310305189e-161,361.965071238145
cg04840828,0.303389601970938,0.261653198921834,36.6522040789508,5.32115745191084e-163,2.783965833244e-161,361.948341625065
cg08557970,0.466267475028216,0.490221054712505,36.6506377170073,5.42471691592441e-163,2.83749068527254e-161,361.929064883063
cg00610577,0.471175316722453,0.309930522608523,36.6498662740974,5.47645946641888e-163,2.86422438441755e-161,361.919570868962
cg26554353,0.367164177691501,0.33530531781404,36.6497723189332,5.48279491316272e-163,2.86720643417154e-161,361.918414574548
cg19782880,0.226969548856999,0.147109029318152,36.6474470674991,5.641946354157e-163,2.95009309346746e-161,361.889797685495
cg00744431,0.319159002780943,0.358504380914461,36.6473254780451,5.65039456929176e-163,2.95416914035101e-161,361.888301266583
cg23990942,0.348871981513056,0.467622189779169,36.6471375332503,5.66347816633243e-163,2.96066746018672e-161,361.88598819972
cg03479209,-0.322817209732717,0.317821894471044,-36.6462404756159,5.72634488594347e-163,2.9931861398796e-161,361.874947913026
cg22224704,0.28126457168408,0.353255768621759,36.645255917022,5.79614791508493e-163,3.02862283476605e-161,361.8628306301
cg09110394,0.271578315974204,0.282687718768031,36.6447560342645,5.83191376826195e-163,3.04695944594853e-161,361.856678369291
cg02084118,0.334249858995079,0.639414955790802,36.6424160523805,6.00229499675238e-163,3.1352532650261e-161,361.82787889075
cg21798630,0.289907962737803,0.68060280173222,36.6409541789471,6.11125749722973e-163,3.19143211956843e-161,361.809886481135
cg00808648,0.361393913436434,0.332308839124556,36.640814384987,6.12178034359011e-163,3.19655843254284e-161,361.808165916103
cg19014335,0.351149468266539,0.252503885068884,36.6405107498834,6.14469866847966e-163,3.20815525807712e-161,361.804428809125
cg14597545,0.310031508584071,0.675623515702911,36.6401590077131,6.17135547441904e-163,3.2217010481912e-161,361.800099592977
cg03428047,0.2336284249338,0.210026476400727,36.6372515160698,6.39617879445552e-163,3.33829770917959e-161,361.764313880205
cg06241044,0.39179726912782,0.391442525861556,36.6371090564716,6.40740280805664e-163,3.34377003773201e-161,361.762560448445
cg00588297,0.356674091464259,0.328472575442327,36.6368277120245,6.42962712405584e-163,3.35498106465279e-161,361.759097577322
cg13878360,0.272874418984152,0.307040792016034,36.6342025792727,6.64074898391694e-163,3.46431532291289e-161,361.726786240433
cg02459569,0.27102887001835,0.623338252022663,36.6341939178048,6.641456927227e-163,3.46431532291289e-161,361.726679629855
cg16276850,0.312169582629205,0.389503045136602,36.6336095182979,6.68939757446784e-163,3.48891988560311e-161,361.719486468555
cg00512872,0.370511505915407,0.345627882767519,36.6314701844986,6.86786907126071e-163,3.58159055428668e-161,361.69315386327
cg25474235,-0.440891477572574,0.414778286460712,-36.6309484295451,6.91211387154441e-163,3.60383343802937e-161,361.686731615549
cg21515785,0.389419268085982,0.471417734199169,36.630903590969,6.91592946514699e-163,3.605407344503e-161,361.686179699033
cg05644602,0.374411006308493,0.603060859406778,36.6304679501564,6.95311075446745e-163,3.62437306473624e-161,361.680817399418
cg03116182,0.248293493284649,0.220341267803669,36.6298408811732,7.00698163248955e-163,3.65203301528026e-161,361.673098774962
cg15133208,0.360513979266765,0.336625103291506,36.6291721612312,7.06489100391791e-163,3.6817912110063e-161,361.664867418756
cg13048903,0.28232438814885,0.217767722360352,36.6285248163469,7.12140553952955e-163,3.71081573255414e-161,361.656899123631
cg15681255,0.260834732510662,0.268302149470898,36.6275053349156,7.21132704860995e-163,3.75680662881372e-161,361.644350032751
cg17352215,0.379756501079937,0.61317777692643,36.6255128863247,7.39036095255805e-163,3.84963272400155e-161,361.619824076544
cg10028625,0.490509990890636,0.570374381357245,36.6242664773132,7.50461326802329e-163,3.90869665817537e-161,361.6044812376
cg02812482,0.25972519387589,0.237191437536094,36.6237805079596,7.54963718804633e-163,3.93169428481023e-161,361.598499086071
cg07205203,0.553369891076313,0.496962297003357,36.6236174396471,7.56480557574033e-163,3.93914026603803e-161,361.596491753318
cg19005210,0.303503491305618,0.290575426089841,36.6192195878918,7.98559309232027e-163,4.15681724735341e-161,361.54235411816
cg20477147,0.233540895082609,0.273537189335615,36.6191682068344,7.99064520489515e-163,4.15871411801682e-161,361.541721603764
cg11274172,0.412606792879078,0.483766223298541,36.6191638327959,7.99107543591008e-163,4.15871411801682e-161,361.54166775818
cg02549595,0.38498800814983,0.5567683826071,36.6187463179465,8.0322491458873e-163,4.17966098079833e-161,361.536528029001
cg20179907,0.318815596949341,0.491276095439115,36.6181814079999,8.08829655379289e-163,4.20785792877228e-161,361.529573792628
cg13920460,0.21622155236268,0.23187711024851,36.6177788815663,8.12847175323592e-163,4.22778644690982e-161,361.524618531794
cg19871394,0.41017865379178,0.613376366332301,36.617695572512,8.13681154026504e-163,4.23163769175579e-161,361.523592961893
cg26511108,0.364748766470545,0.258835497664872,36.6165527833086,8.25208043243319e-163,4.28961230226987e-161,361.509524663112
cg18113803,-0.318441818492031,0.703659302717493,-36.6141315197945,8.50173187655878e-163,4.41837134475609e-161,361.479717237698
cg11554335,0.404624500497057,0.536800215114606,36.6135516311461,8.56263637496095e-163,4.4495124793387e-161,361.472578311857
cg20704774,0.265643703173661,0.447024746835995,36.6109373933467,8.84267113903176e-163,4.59344785863184e-161,361.440394344137
cg08091707,0.279137716137751,0.24449934560619,36.610072462414,8.93732501985689e-163,4.64155132829351e-161,361.429745984518
cg01465769,0.410239424149484,0.414979994140196,36.6099877071049,8.94665460496417e-163,4.64586332604138e-161,361.428702538357
cg04058799,0.323670843773378,0.563150696269889,36.6089880577387,9.05743086310199e-163,4.70230839506952e-161,361.416395517317
cg14754555,0.468349153706967,0.410761815613006,36.6085121509459,9.11064977671222e-163,4.72939516225651e-161,361.410536429197
cg02743878,0.336068558390854,0.34478383427058,36.6078003949233,9.19082739143317e-163,4.77046853933247e-161,361.401773655558
cg20274462,0.26886880013431,0.271664731405521,36.6076864582744,9.20372748564679e-163,4.77606848499065e-161,361.400370921007
cg00916899,0.276486484744218,0.220304498496975,36.6039891485614,9.63232377107905e-163,4.9979057192615e-161,361.354850599895
cg26256901,-0.33013606873511,0.577884457968314,-36.6036455475125,9.67315476725287e-163,5.01806392736301e-161,361.350620195874
cg09326832,0.398188548403885,0.296701172517792,36.6036435530404,9.67339228040485e-163,5.01806392736301e-161,361.350595639966
cg05375333,0.314644561027707,0.359725034868979,36.6023966673468,9.82302675083326e-163,5.09451848062214e-161,361.335243917295
cg06621861,0.366297601282319,0.379333728908031,36.6008129445096,1.00164280427667e-162,5.19363158060273e-161,361.315744790085
cg23500132,0.245538992130634,0.262970931107841,36.6006683011409,1.00342804065347e-162,5.20229205085121e-161,361.313963896822
cg05088356,-0.27243921612084,0.690718849363163,-36.6001836767721,1.00943267416018e-162,5.23282357609755e-161,361.307997036958
cg12647574,0.384663108968401,0.419212519342433,36.5995918945411,1.0168138100041e-162,5.27048297374026e-161,361.300710777883
cg03560879,0.200141309489636,0.207615197482726,36.5993178478969,1.02025019145338e-162,5.28768911653673e-161,361.297336593082
cg16313758,0.250965115864603,0.665222407242442,36.5982794445529,1.03337693298955e-162,5.35510816014111e-161,361.284551231551
cg00058291,0.327612635174106,0.687620983070536,36.5976861472292,1.0409526997619e-162,5.39313147675911e-161,361.277246193117
cg00187535,0.210042704303627,0.240753932524314,36.5975754925651,1.04237177791687e-162,5.39986533127801e-161,361.275883741112
cg19438887,0.205522612045418,0.249031244748967,36.5964951356316,1.05632882085268e-162,5.47091510967556e-161,361.26258161462
cg02185190,0.45865456594073,0.505721975508357,36.5960692347603,1.06188225693366e-162,5.49904787451532e-161,361.257337583328
cg10020520,0.428314847536239,0.534082952546398,36.5957552708108,1.06599481679259e-162,5.51971335365367e-161,361.25347179588
cg26392737,0.32000993914975,0.488849779197461,36.5941382087529,1.08743025333844e-162,5.62877337162498e-161,361.233560999132
cg20442379,0.420134907623713,0.379451989074288,36.5920838908459,1.11528506765708e-162,5.77097523692419e-161,361.208265878243
cg05880248,0.378970875496148,0.33432933779055,36.5918189929725,1.11892844946495e-162,5.78916562316483e-161,361.205004117516
cg14754427,0.30131681066305,0.728115681201079,36.591786714939,1.11937321198505e-162,5.79080457217325e-161,361.20460666864
cg18464274,0.302042835652007,0.393656508890756,36.591155768605,1.12810270623239e-162,5.83529728756102e-161,361.19683761857
cg13598010,0.310063267580643,0.27900282418692,36.5907180314863,1.13419904005403e-162,5.86616093129364e-161,361.191447591373
cg24162781,0.403204581466624,0.614720029943286,36.5892520834298,1.15485629866922e-162,5.9709541412614e-161,361.173396649264
cg17813891,-0.527055612882626,0.558272739598417,-36.5876721156418,1.17754203124592e-162,6.0854645878162e-161,361.153941460035
cg03333377,0.247237761318847,0.227109114305916,36.587401376519,1.18147391486234e-162,6.10438982758034e-161,361.150607642319
cg23572944,0.201742915234066,0.177322787414954,36.5873628606271,1.18203433900985e-162,6.10658806563172e-161,361.150133366051
cg08848903,0.244052700658383,0.188013536689109,36.5861511451043,1.19980185492344e-162,6.19625554920299e-161,361.135212482444
cg22045942,0.28594464072789,0.251978825026134,36.5855290508748,1.20902726817342e-162,6.24318665335391e-161,361.127552044183
cg23593387,-0.437630647018862,0.611417191152363,-36.5844491324618,1.22521092754917e-162,6.32603400436385e-161,361.11425387953
cg20207784,-0.220956593438946,0.68040813137549,-36.5833387215834,1.24207763344276e-162,6.41165717608757e-161,361.100580094917
cg19182289,0.345042837167908,0.266832484376202,36.583281622628,1.24295119847378e-162,6.41543461787651e-161,361.099876965182
cg23265096,0.208690435886441,0.230822709106334,36.5815669161927,1.26947316747726e-162,6.55157913818399e-161,361.078761505983
cg01937819,0.292686760501262,0.256148008361051,36.5812737826305,1.27406352086428e-162,6.57451941384132e-161,361.075151730346
cg14214797,-0.431325923489336,0.598210749788067,-36.5797586210164,1.29805649917552e-162,6.69756593934841e-161,361.056493212374
cg19620994,0.438265938691893,0.484750841456415,36.5793291235299,1.30493958991017e-162,6.73231279673463e-161,361.051204102362
cg15057323,-0.271636235742539,0.673388825429025,-36.5787278794012,1.3146364751188e-162,6.78156672074936e-161,361.04379995882
cg12787553,0.44531917496855,0.370023802206428,36.5784696353089,1.31882355082166e-162,6.80239024213307e-161,361.040619746977
cg05068866,-0.231783269667304,0.445354609722612,-36.5781665474455,1.32375473305781e-162,6.82704662300472e-161,361.036887285839
cg03934069,0.301921446017758,0.204122749022041,36.5773675213182,1.33684335886198e-162,6.89376325788898e-161,361.027047404179
cg04312209,-0.385771936373967,0.375100564595642,-36.577292612236,1.3380770439453e-162,6.89933872095936e-161,361.026124906943
cg24051242,0.29871412428563,0.286843365262841,36.5767370332001,1.3472625610035e-162,6.94590915580806e-161,361.019282991942
cg23384708,-0.292604939568692,0.581597695386171,-36.5766564745064,1.34859968459766e-162,6.95201063114124e-161,361.01829091472
cg10243567,0.343471305914819,0.258485890371227,36.5737103261501,1.39842346588476e-162,7.20720916288822e-161,360.982008718307
cg01274660,0.268173538750108,0.321802083196561,36.5705001154976,1.45481242135318e-162,7.49697317173701e-161,360.942473469481
cg21742790,0.31463881100901,0.535073237961964,36.5699569017779,1.46457687249001e-162,7.5455727589242e-161,360.935783425347
cg08454507,0.281144779529185,0.206368395369892,36.5694498285417,1.47375086276828e-162,7.59197311980069e-161,360.929538446293
cg18089000,0.238388001696298,0.585531993680718,36.5692348247688,1.47765806045601e-162,7.61123431725302e-161,360.926890508465
cg17981648,0.231993780003306,0.805178099958821,36.5676473904227,1.50682865494882e-162,7.76060495637518e-161,360.907339868211
cg12241997,0.24045814767672,0.647056406317346,36.5676181922937,1.50737056076459e-162,7.76251231879833e-161,360.906980265148
cg08091439,0.321472204095927,0.301034611285822,36.5675185223021,1.50922186628243e-162,7.7711615006838e-161,360.905752732558
cg11204139,0.409343182160085,0.591267544819012,36.5665162491235,1.52796539718171e-162,7.86677887859646e-161,360.89340870555
cg16348358,0.327163506726119,0.511887771807354,36.5664759353397,1.52872416021165e-162,7.86978987894235e-161,360.89291219744
cg21244086,0.405971372709459,0.451660615764508,36.5639340438868,1.57733550589461e-162,8.11819112329125e-161,360.861605676258
cg00697658,-0.364389314452251,0.601133093103642,-36.5612543169182,1.63025882381512e-162,8.38675947255968e-161,360.828600768772
cg13740985,0.430303923676642,0.365849603328118,36.561065630872,1.63405156425725e-162,8.40531528425291e-161,360.826276783673
cg22774605,0.440395783751634,0.564323869908463,36.560452264838,1.6464418258308e-162,8.468086204645e-161,360.818722125156
cg18547299,0.216472310293871,0.201046470791675,36.5593987616477,1.66794287133767e-162,8.57769670340238e-161,360.805746323022
cg18275732,0.428674397151309,0.585908596509765,36.5565813207238,1.72683497293281e-162,8.87854163645875e-161,360.771043827263
cg06682039,0.471514593559466,0.486617850333759,36.5552143790281,1.75615297082335e-162,9.02722881286002e-161,360.754206853953
cg13054640,-0.372582605051504,0.39807228297186,-36.5551844956513,1.75679943916286e-162,9.02952603257475e-161,360.753838770392
cg15414930,0.34015214042317,0.63548763058475,36.5546734863555,1.76789105286937e-162,9.08550216428787e-161,360.747544482505
cg17896808,-0.497025550806414,0.64156659029166,-36.5545135616318,1.77137664503461e-162,9.10238134214474e-161,360.74557462543
cg07291349,0.425435301662636,0.489532677154388,36.5531720410345,1.80088749001744e-162,9.25297464820421e-161,360.729050466118
cg24759108,0.258653581868748,0.288750840803782,36.551619300957,1.83565959636003e-162,9.43056309017697e-161,360.709924366164
cg23532927,0.315842895022372,0.402428542085718,36.5497347170341,1.8787668849241e-162,9.64983214195215e-161,360.686710374385
cg20009332,0.312072795377956,0.46930076583154,36.5492618208,1.88974181345644e-162,9.70510048494673e-161,360.680885255608
cg05389236,0.51392400272438,0.519450537908617,36.5489324680167,1.89742327913244e-162,9.74344404622984e-161,360.676828285313
cg01005605,0.241721849174409,0.159264856578157,36.5479419142513,1.92071469937035e-162,9.86080934839685e-161,360.664626563756
cg21579209,0.269854158967783,0.342919480432455,36.5477975032754,1.92413412572943e-162,9.87724367584134e-161,360.66284768861
cg08310837,0.246834361504397,0.297013323600556,36.5471158724367,1.94035650108001e-162,9.95825907421907e-161,360.654451230966
cg19118951,0.45028336747902,0.395908106213744,36.543653857786,2.0248876185571e-162,1.03909093532836e-160,360.611804688197
cg00215922,0.274590525232674,0.619467670781601,36.5429667678528,2.04209739507532e-162,1.04780346188933e-160,360.603340670127
